법정동코드,법정동명,시도,시군구,위도,경도,가격점수,교통점수,교육점수,의료점수,공원점수,치안점수,평균거래가_억,종합점수_1인가구_대학생,종합점수_1인가구_직장인,종합점수_가족_자녀있음,종합점수_가족_노년
4146110500,경기도 용인시 처인구 유방동,경기도,용인시,37.2576019329044,127.20432746298,91.5,23.42,10.75,24.35,26.94,9.58,2.7,44.24,37.44,28.25,31.95
4146110600,경기도 용인시 처인구 고림동,경기도,용인시,37.2479057581576,127.226640714475,84.83,26.0,26.75,34.83,43.94,9.58,3.5,45.58,39.7,35.7,39.08
4146110700,경기도 용인시 처인구 마평동,경기도,용인시,37.230247978576,127.232690887549,93.0,10.67,5.92,33.24,34.0,9.58,2.7,42.49,34.26,27.15,35.18
4146110800,경기도 용인시 처인구 운학동,경기도,용인시,37.2141388634875,127.235530040947,99.17,4.33,2.33,0.0,0.0,9.58,1.2,37.82,28.34,17.66,16.86
4146125021,경기도 용인시 처인구 포곡읍 삼계리,경기도,용인시,37.2883863552564,127.238318936523,96.67,16.83,5.92,0.0,0.0,9.58,2.0,40.25,32.27,20.24,17.92
4146125023,경기도 용인시 처인구 포곡읍 둔전리,경기도,용인시,37.272033420337,127.224016097672,94.42,28.5,31.08,0.0,0.0,9.58,2.5,43.64,37.05,29.2,20.0
4146125024,경기도 용인시 처인구 포곡읍 영문리,경기도,용인시,37.2751141639989,127.208681916424,89.83,30.58,14.83,0.0,0.0,9.58,2.9,41.74,35.82,23.95,18.71
4146125027,경기도 용인시 처인구 포곡읍 전대리,경기도,용인시,37.286388282377,127.212547190105,98.5,47.42,12.08,0.0,0.0,9.58,1.4,48.85,43.74,26.95,21.56
4146125321,경기도 용인시 처인구 모현읍 왕산리,경기도,용인시,37.3389039217439,127.266085436176,79.0,2.33,5.92,0.0,0.0,9.58,4.1,30.44,22.78,15.41,13.82
4146125323,경기도 용인시 처인구 모현읍 초부리,경기도,용인시,37.3075054873311,127.254302171019,100.0,3.83,2.33,0.0,0.0,9.58,0.6,37.99,28.37,17.71,16.94
4146125324,경기도 용인시 처인구 모현읍 일산리,경기도,용인시,37.3460656843984,127.240658957311,89.5,1.5,7.58,0.0,0.0,9.58,2.9,33.99,25.2,17.36,15.39
4146125621,경기도 용인시 처인구 이동읍 송전리,경기도,용인시,37.1368550979294,127.209841217252,85.83,0.33,11.5,0.0,0.0,9.58,3.3,32.61,24.06,17.81,14.92
4146125628,경기도 용인시 처인구 이동읍 천리,경기도,용인시,37.1995155361926,127.20923957847,93.5,3.17,12.58,0.0,0.0,9.58,2.6,36.06,27.03,19.71,16.41
4146125930,경기도 용인시 처인구 남사읍 아곡리,경기도,용인시,37.1450460422153,127.167784855987,83.67,0.67,25.33,0.0,0.0,12.75,3.6,33.27,24.97,22.16,15.8
4146125931,경기도 용인시 처인구 남사읍 완장리,경기도,용인시,37.1741643496251,127.175425086017,82.83,1.17,2.33,0.0,0.0,9.58,3.7,31.32,23.15,14.74,14.1
4146126221,경기도 용인시 처인구 양지읍 양지리,경기도,용인시,37.2402880949672,127.279843931779,90.42,1.67,18.17,0.0,0.0,12.75,2.8,35.52,26.65,21.18,16.55
4146126222,경기도 용인시 처인구 양지읍 남곡리,경기도,용인시,37.2157274151759,127.289590966327,70.83,1.0,2.33,0.0,0.0,9.58,4.9,27.07,20.09,12.91,12.28
4146134023,경기도 용인시 처인구 원삼면 좌항리,경기도,용인시,37.2061499249076,127.318144742819,97.33,0.5,7.58,0.0,0.0,9.58,1.9,36.49,26.8,18.39,16.47
4146135030,경기도 용인시 처인구 백암면 근창리,경기도,용인시,37.1619291997797,127.361168854758,98.83,0.17,10.08,0.0,0.0,9.58,1.2,37.05,27.19,19.31,16.78
4146310100,경기도 용인시 기흥구 신갈동,경기도,용인시,37.272546586554,127.107034404588,64.83,36.0,45.17,57.58,73.47,13.83,5.3,46.94,44.06,46.73,52.5
4146310200,경기도 용인시 기흥구 구갈동,경기도,용인시,37.27242888979,127.127604033598,48.33,83.0,38.42,61.68,69.48,12.75,7.3,52.17,55.64,49.34,54.87
4146310300,경기도 용인시 기흥구 상갈동,경기도,용인시,37.2665738857821,127.107697878295,76.83,56.58,25.33,37.59,56.47,12.75,4.3,52.38,50.35,40.81,44.81
4146310400,경기도 용인시 기흥구 하갈동,경기도,용인시,37.2526600728182,127.092690974644,80.92,20.17,8.75,16.62,0.0,9.58,3.9,36.55,30.47,21.72,21.85
4146310500,경기도 용인시 기흥구 보라동,경기도,용인시,37.2512518337191,127.108492135134,76.58,25.83,46.42,53.34,51.0,12.75,4.3,45.9,40.82,44.3,47.17
4146310600,경기도 용인시 기흥구 지곡동,경기도,용인시,37.2375186465528,127.140545804753,86.42,9.0,5.92,0.0,0.0,9.58,3.3,34.71,26.97,17.53,15.6
4146310700,경기도 용인시 기흥구 공세동,경기도,용인시,37.2394247066472,127.11045868633,76.17,9.17,19.83,36.27,47.72,9.58,4.4,38.44,31.74,30.4,37.01
4146310800,경기도 용인시 기흥구 고매동,경기도,용인시,37.224542312156,127.099034069243,89.0,4.0,5.92,16.62,0.0,9.58,3.0,35.19,26.69,19.66,21.3
4146311000,경기도 용인시 기흥구 서천동,경기도,용인시,37.2430149989299,127.072437437369,59.5,31.67,65.83,43.72,60.94,15.58,5.9,43.43,40.65,48.41,45.21
4146311100,경기도 용인시 기흥구 영덕동,경기도,용인시,37.2778227962424,127.074495882949,60.67,13.0,61.17,60.62,64.72,14.67,5.8,39.98,35.21,47.17,49.82
4146311200,경기도 용인시 기흥구 언남동,경기도,용인시,37.293965840568,127.128966698627,61.17,15.25,32.17,52.89,34.0,9.58,5.8,34.79,30.2,33.88,39.06
4146311300,경기도 용인시 기흥구 마북동,경기도,용인시,37.30151412293,127.117425207334,53.67,28.0,61.17,56.54,51.0,9.58,6.6,38.69,36.12,45.62,45.34
4146311400,경기도 용인시 기흥구 청덕동,경기도,용인시,37.299491082895,127.150279648979,77.83,7.67,25.92,34.83,58.81,9.58,4.2,39.99,32.98,33.14,39.13
4146311500,경기도 용인시 기흥구 동백동,경기도,용인시,37.2869057949406,127.160945196776,69.0,13.5,57.67,46.05,62.9,9.58,5.0,40.92,35.37,44.31,44.72
4146311600,경기도 용인시 기흥구 중동,경기도,용인시,37.2682933144575,127.158731907203,64.5,56.17,40.58,64.27,79.9,9.58,5.4,51.77,50.93,49.34,57.23
4146311700,경기도 용인시 기흥구 상하동,경기도,용인시,37.2705605523121,127.13845601465,82.33,92.17,30.58,40.96,43.94,9.58,3.8,61.74,62.73,47.32,47.66
4146311800,경기도 용인시 기흥구 보정동,경기도,용인시,37.3201877760016,127.113094904481,37.83,42.75,83.33,65.31,64.72,12.75,8.8,40.38,40.87,55.27,51.83
4146510100,경기도 용인시 수지구 풍덕천동,경기도,용인시,37.3279850450601,127.094949785208,41.92,49.58,97.0,73.04,80.83,17.0,8.1,47.05,47.82,64.41,60.38
4146510200,경기도 용인시 수지구 죽전동,경기도,용인시,37.3311110877471,127.113932721957,53.0,32.33,85.83,65.9,79.9,17.5,6.7,45.71,43.64,59.05,57.14
4146510300,경기도 용인시 수지구 동천동,경기도,용인시,37.341861019263,127.099224030122,34.83,57.83,59.67,60.62,53.89,18.33,9.1,41.72,44.02,49.03,48.74
4146510500,경기도 용인시 수지구 신봉동,경기도,용인시,37.3206447379732,127.083667546737,49.33,37.67,95.33,55.8,68.0,17.83,7.2,44.61,43.44,59.49,51.74
4146510600,경기도 용인시 수지구 성복동,경기도,용인시,37.3164877954823,127.069042233375,28.67,28.25,53.0,66.47,64.72,15.58,10.2,32.66,32.62,43.22,48.32
4146510700,경기도 용인시 수지구 상현동,경기도,용인시,37.3045648642737,127.081096021137,43.33,29.33,87.75,70.83,68.0,16.67,8.0,40.56,39.16,57.15,54.71
4157010100,경기도 김포시 북변동,경기도,김포시,37.6260658189391,126.711094661538,86.83,39.33,67.83,46.05,51.0,43.33,3.2,59.68,54.93,57.78,53.17
4157010200,경기도 김포시 걸포동,경기도,김포시,37.6402139680068,126.719691582135,57.67,18.33,2.33,43.72,47.72,30.25,6.1,37.89,33.96,27.97,39.98
4157010300,경기도 김포시 운양동,경기도,김포시,37.6513367527862,126.683097821946,72.42,82.33,88.83,56.18,76.9,36.58,4.7,68.19,69.18,71.47,64.07
4157010400,경기도 김포시 장기동,경기도,김포시,37.6397252396071,126.671359353779,72.92,59.0,92.33,69.81,83.41,42.17,4.7,65.15,63.76,72.62,68.9
4157010500,경기도 김포시 감정동,경기도,김포시,37.628540602552,126.68937539428,87.17,19.33,15.83,47.43,43.94,30.92,3.1,49.08,42.3,36.87,45.83
4157010600,경기도 김포시 사우동,경기도,김포시,37.6193581588085,126.716738801056,80.67,83.0,76.58,61.68,53.89,44.0,3.9,70.09,70.32,68.77,63.2
4157010700,경기도 김포시 풍무동,경기도,김포시,37.6021655287892,126.722040391363,71.33,21.33,75.25,66.1,66.41,38.67,4.8,51.74,46.74,58.83,58.81
4157010800,경기도 김포시 마산동,경기도,김포시,37.6404503702467,126.640710327775,79.67,83.0,48.67,38.8,68.0,42.0,4.0,68.21,68.54,57.92,56.16
4157010900,경기도 김포시 구래동,경기도,김포시,37.646477085747,126.623680156555,77.25,65.25,84.0,60.06,43.94,38.83,4.3,62.71,61.51,65.8,57.95
4157025021,경기도 김포시 통진읍 도사리,경기도,김포시,37.6838411568681,126.616594189181,94.67,2.83,7.58,0.0,0.0,30.92,2.4,40.4,31.22,21.54,19.5
4157025022,경기도 김포시 통진읍 마송리,경기도,김포시,37.6870668626193,126.595095787062,88.5,2.0,22.25,0.0,26.94,36.58,3.0,42.6,33.95,28.43,25.46
4157025023,경기도 김포시 통진읍 서암리,경기도,김포시,37.7003639874985,126.59790364477,98.17,1.33,12.33,0.0,26.94,33.0,1.6,44.6,34.92,26.27,25.81
4157025321,경기도 김포시 고촌읍 향산리,경기도,김포시,37.6290373672567,126.744742256984,62.0,12.33,8.75,0.0,47.72,30.25,5.6,36.04,31.08,23.08,25.05
4157025323,경기도 김포시 고촌읍 태리,경기도,김포시,37.5934292300248,126.744216252057,60.42,10.33,10.08,0.0,17.0,30.5,5.9,32.03,27.02,19.91,18.58
4157025324,경기도 김포시 고촌읍 신곡리,경기도,김포시,37.6012926180796,126.774017410323,59.92,79.42,24.67,0.0,73.47,37.83,5.9,56.97,58.92,41.32,38.53
4157025621,경기도 김포시 양촌읍 양곡리,경기도,김포시,37.6552607224234,126.625095444617,86.67,26.5,52.33,0.0,43.94,41.17,3.3,52.2,46.19,43.24,33.23
4157025626,경기도 김포시 양촌읍 학운리,경기도,김포시,37.6029624541033,126.596177180519,92.25,6.75,5.92,0.0,74.67,36.0,2.7,48.94,40.39,29.49,35.14
4157036021,경기도 김포시 하성면 마곡리,경기도,김포시,37.7170835120349,126.638312648192,95.17,0.83,9.42,0.0,0.0,30.67,2.3,40.12,30.69,21.83,19.43
