법정동코드,법정동명,시도,시군구,위도,경도,가격점수,교통점수,교육점수,의료점수,공원점수,치안점수,평균거래가_억,종합점수_1인가구_대학생,종합점수_1인가구_직장인,종합점수_가족_자녀있음,종합점수_가족_노년
4113313200,경기도 성남시 중원구 중앙동,경기도,성남시,37.4429300831517,127.156279509281,32.67,88.75,69.42,48.69,34.0,24.0,9.5,47.73,53.34,53.34,44.69
4113510100,경기도 성남시 분당구 분당동,경기도,성남시,37.3701870959081,127.131129158742,22.33,16.42,97.33,27.1,51.0,12.08,11.9,25.66,25.07,45.99,31.36
4113510200,경기도 성남시 분당구 수내동,경기도,성남시,37.3754592998365,127.118005540215,11.0,62.67,99.0,71.1,51.0,16.5,16.2,36.42,41.59,58.99,50.43
4113510300,경기도 성남시 분당구 정자동,경기도,성남시,37.3614492169548,127.1115403336,16.67,50.75,91.08,77.24,62.9,12.08,13.8,35.64,39.05,57.12,53.56
4113510500,경기도 성남시 분당구 서현동,경기도,성남시,37.3828105281478,127.126083586929,15.33,76.58,86.92,81.52,56.47,13.5,14.2,41.28,47.4,59.76,56.15
4113510600,경기도 성남시 분당구 이매동,경기도,성남시,37.3995791810402,127.127177813535,14.17,61.58,88.5,53.34,53.89,16.83,14.5,36.2,40.94,53.83,44.68
4113510700,경기도 성남시 분당구 야탑동,경기도,성남시,37.4120856880184,127.130167470751,34.17,95.83,79.67,75.18,75.81,18.17,9.4,54.87,61.04,64.98,62.89
4113510800,경기도 성남시 분당구 판교동,경기도,성남시,37.3898680691969,127.09878136729,14.33,24.67,34.75,46.05,51.0,19.5,14.4,24.22,25.26,31.21,35.6
4113510900,경기도 성남시 분당구 삼평동,경기도,성남시,37.4061209184774,127.116359386936,8.83,24.33,81.17,69.04,60.94,7.17,17.5,24.21,25.76,46.85,45.24
4113511000,경기도 성남시 분당구 백현동,경기도,성남시,37.3885382845906,127.110839685197,5.0,43.58,35.67,54.62,51.0,20.5,22.0,26.36,30.22,34.36,39.28
4113511100,경기도 성남시 분당구 금곡동,경기도,성남시,37.351585342512,127.10701559073,24.33,94.0,72.0,70.83,39.47,14.33,11.4,45.97,52.94,56.07,51.48
4113511400,경기도 성남시 분당구 구미동,경기도,성남시,37.3402676009462,127.12270368209,30.17,24.92,71.08,69.96,70.89,7.0,9.9,32.33,31.81,48.22,50.29
4113511500,경기도 성남시 분당구 운중동,경기도,성남시,37.390471221413,127.077769102887,18.67,6.17,41.92,53.34,62.9,19.33,13.0,23.0,21.75,33.49,39.66
4113511600,경기도 성남시 분당구 대장동,경기도,성남시,37.370948994797,127.063776987593,21.67,3.67,31.08,38.8,17.0,6.75,12.2,15.05,13.25,21.66,23.16
4115010100,경기도 의정부시 의정부동,경기도,의정부시,37.7346401263968,127.034033667251,83.5,59.17,30.17,80.89,47.72,41.83,3.6,62.71,60.28,53.63,64.08
4115010200,경기도 의정부시 호원동,경기도,의정부시,37.7141699194512,127.034477959332,84.42,25.33,8.75,68.4,26.94,35.33,3.5,49.5,43.59,37.34,50.26
4115010300,경기도 의정부시 장암동,경기도,의정부시,37.7263976740223,127.054270875497,85.5,97.33,77.83,38.8,34.0,39.25,3.3,71.34,72.52,65.88,52.72
4115010400,경기도 의정부시 신곡동,경기도,의정부시,37.7314238778053,127.056847377285,87.67,50.08,63.83,63.15,17.0,45.5,3.0,60.35,56.59,57.81,53.68
4115010500,경기도 의정부시 용현동,경기도,의정부시,37.7338683010294,127.079978282419,84.17,41.0,27.33,58.24,47.72,39.25,3.5,56.61,52.29,46.37,53.91
4115010600,경기도 의정부시 민락동,경기도,의정부시,37.7403538413428,127.096358976229,85.17,35.33,86.33,65.71,78.94,39.67,3.4,62.07,57.09,67.68,65.36
4115010700,경기도 의정부시 낙양동,경기도,의정부시,37.7588360460209,127.110976788335,78.0,8.5,20.42,37.59,47.72,36.33,4.2,44.36,37.41,34.96,41.72
4115010900,경기도 의정부시 금오동,경기도,의정부시,37.7553882118649,127.059748029924,88.25,38.25,36.75,58.56,56.47,37.17,3.0,58.3,53.3,50.01,56.27
4115011000,경기도 의정부시 가능동,경기도,의정부시,37.7506435264153,127.038616105186,85.67,54.67,47.83,52.89,43.94,47.33,3.3,62.55,59.45,54.83,55.11
4115011100,경기도 의정부시 녹양동,경기도,의정부시,37.7601308014542,127.03232037874,87.5,35.0,26.75,48.69,51.0,44.17,3.1,57.08,51.83,45.43,51.83
4115011200,경기도 의정부시 고산동,경기도,의정부시,37.7222523746944,127.095337368279,82.17,20.5,2.33,10.49,0.0,35.33,3.8,41.59,35.42,22.97,23.46
4115011300,경기도 의정부시 산곡동,경기도,의정부시,37.7246169395578,127.111311374423,65.5,11.42,37.42,34.83,0.0,35.33,5.3,36.46,31.05,33.29,30.33
4117110100,경기도 안양시 만안구 안양동,경기도,안양시,37.3861273838986,126.915649986285,61.67,16.0,24.0,82.78,86.48,37.67,5.7,47.11,42.54,45.57,63.97
4117110200,경기도 안양시 만안구 석수동,경기도,안양시,37.419587610453,126.91063733651,59.0,94.25,33.92,56.54,64.72,47.0,5.9,64.61,68.13,55.17,59.75
4117110300,경기도 안양시 만안구 박달동,경기도,안양시,37.4035771458391,126.909124825885,73.67,25.17,64.25,53.78,47.72,54.67,4.6,53.68,48.83,55.14,53.35
4117310100,경기도 안양시 동안구 비산동,경기도,안양시,37.3998702682225,126.933356967257,57.33,30.83,87.33,72.17,64.72,46.17,6.2,51.45,48.8,63.65,61.18
4117310200,경기도 안양시 동안구 관양동,경기도,안양시,37.4060457499298,126.961457538379,53.5,21.83,55.58,80.0,78.94,49.17,6.6,48.69,45.52,55.24,64.15
4117310300,경기도 안양시 동안구 평촌동,경기도,안양시,37.3946500875002,126.977074976104,38.5,38.25,74.67,61.94,43.94,51.17,8.7,44.5,44.47,55.27,51.48
4117310400,경기도 안양시 동안구 호계동,경기도,안양시,37.375092351174,126.957201177225,48.83,23.67,98.5,83.82,72.21,56.0,7.2,50.54,48.03,68.62,66.8
4121010100,경기도 광명시 광명동,경기도,광명시,37.4886276698912,126.862684820612,50.5,39.92,77.42,75.28,60.94,77.33,7.1,56.85,55.79,65.77,65.57
4121010200,경기도 광명시 철산동,경기도,광명시,37.4907492268668,126.867941213494,40.5,51.08,75.25,74.42,60.94,71.5,8.3,54.82,55.88,64.29,63.91
4121010300,경기도 광명시 하안동,경기도,광명시,37.4651620028155,126.869225117896,58.67,24.5,75.92,68.07,81.72,51.5,6.0,52.33,48.91,61.36,62.94
4121010400,경기도 광명시 소하동,경기도,광명시,37.4522110542154,126.885011358569,51.67,33.67,57.0,67.38,79.9,63.83,6.9,53.48,51.68,57.57,63.1
4121010600,경기도 광명시 일직동,경기도,광명시,37.4191474463948,126.881419847337,23.5,64.92,51.58,51.45,58.81,58.33,11.7,47.15,51.3,51.08,51.12
4128110100,경기도 고양시 덕양구 주교동,경기도,고양시,37.6594130234868,126.829613718048,90.0,21.0,33.17,47.43,47.72,20.17,2.9,49.59,42.69,41.51,46.43
4128110300,경기도 고양시 덕양구 신원동,경기도,고양시,37.6777544978934,126.876869602689,58.08,5.83,2.33,48.69,43.94,14.92,6.1,31.71,26.49,24.22,37.48
4128110400,경기도 고양시 덕양구 원흥동,경기도,고양시,37.6475978173955,126.871008999634,48.5,70.33,22.75,46.05,39.47,18.67,7.3,45.68,47.86,38.3,42.26
4128110500,경기도 고양시 덕양구 도내동,경기도,고양시,37.6251535449339,126.862375162762,51.17,12.5,44.42,46.76,43.94,14.92,7.0,32.97,29.1,36.52,38.54
4128110600,경기도 고양시 덕양구 성사동,경기도,고양시,37.6546360151584,126.841233504888,77.0,90.75,41.17,60.62,56.47,22.5,4.3,64.87,66.25,55.63,58.57
4128110900,경기도 고양시 덕양구 지축동,경기도,고양시,37.6539273570029,126.921322354072,40.83,32.67,50.58,33.24,56.47,17.33,8.3,35.76,34.95,39.43,37.45
4128111100,경기도 고양시 덕양구 삼송동,경기도,고양시,37.6507863862191,126.891595598802,46.5,66.0,46.42,53.34,47.72,21.0,7.5,46.74,48.68,46.72,47.26
4128111200,경기도 고양시 덕양구 동산동,경기도,고양시,37.6427193986965,126.898129191493,46.67,25.67,17.67,38.8,26.94,16.25,7.5,31.52,29.42,27.1,31.86
4128111600,경기도 고양시 덕양구 고양동,경기도,고양시,37.703360024722,126.903747900242,89.17,1.83,25.92,49.86,51.0,19.75,2.9,44.51,35.77,36.97,45.47
4128111800,경기도 고양시 덕양구 관산동,경기도,고양시,37.6879882033152,126.862553908166,91.92,3.33,16.08,45.32,17.0,19.75,2.7,41.72,32.87,30.57,37.15
4128112000,경기도 고양시 덕양구 토당동,경기도,고양시,37.6246576578671,126.818188559184,65.0,43.58,25.33,46.76,56.47,21.58,5.3,47.21,45.07,39.78,46.27
4128112300,경기도 고양시 덕양구 화정동,경기도,고양시,37.6389774935999,126.833789043216,75.67,61.33,89.42,74.86,74.67,21.92,4.4,61.88,60.45,69.36,66.38
4128112800,경기도 고양시 덕양구 행신동,경기도,고양시,37.6223556606644,126.836037177307,79.17,26.33,92.0,73.75,86.48,23.5,4.1,55.93,50.64,66.66,65.74
4128113100,경기도 고양시 덕양구 덕은동,경기도,고양시,37.5806237278262,126.856900757063,24.83,14.33,18.5,36.27,58.81,17.67,11.3,24.43,23.38,25.4,33.19
4128113200,경기도 고양시 덕양구 향동동,경기도,고양시,37.5999325614607,126.89319590984,49.83,14.0,62.25,44.54,56.47,20.33,7.2,35.99,32.41,43.63,41.92
4128510100,경기도 고양시 일산동구 식사동,경기도,고양시,37.6773400834298,126.813707127491,52.33,9.5,63.83,52.43,64.72,20.67,6.7,37.11,32.83,45.86,46.39
4128510200,경기도 고양시 일산동구 중산동,경기도,고양시,37.6918173956872,126.780441473585,79.5,20.0,46.42,55.8,75.81,20.83,4.1,49.68,43.73,47.93,54.06
4128510400,경기도 고양시 일산동구 장항동,경기도,고양시,37.6417251521376,126.770233007352,40.67,21.5,14.25,72.92,51.0,14.17,8.3,31.9,29.98,31.76,46.81
4128510500,경기도 고양시 일산동구 마두동,경기도,고양시,37.6557662385334,126.789654489141,61.83,60.17,97.17,62.91,58.81,18.67,5.7,54.3,54.14,65.57,56.73
4128510600,경기도 고양시 일산동구 백석동,경기도,고양시,37.6500444005322,126.792363029713,66.5,35.5,95.92,60.06,60.94,19.17,5.2,49.88,46.78,62.05,54.41
4128510700,경기도 고양시 일산동구 풍동,경기도,고양시,37.6713315306857,126.793718327241,78.67,45.33,58.83,56.54,60.94,17.17,4.1,54.16,50.83,53.4,53.83
4128510900,경기도 고양시 일산동구 사리현동,경기도,고양시,37.6970617224311,126.841560346253,97.0,2.17,8.75,16.62,0.0,15.83,2.0,38.93,29.44,22.37,23.4
4128511300,경기도 고양시 일산동구 성석동,경기도,고양시,37.7025554766226,126.795627607807,96.5,5.33,2.33,20.97,0.0,13.33,2.1,38.94,29.82,21.12,24.46
4128710100,경기도 고양시 일산서구 일산동,경기도,고양시,37.6871456348794,126.768555621104,80.33,55.08,92.92,66.29,47.72,23.67,4.0,59.35,56.83,66.45,58.5
4128710200,경기도 고양시 일산서구 주엽동,경기도,고양시,37.6700959284217,126.763299407637,74.0,94.83,99.5,65.71,56.47,22.17,4.6,67.95,70.03,74.0,63.18
4128710300,경기도 고양시 일산서구 탄현동,경기도,고양시,37.6943496272332,126.76845159422,81.83,45.58,71.5,60.34,62.9,21.58,3.8,57.23,53.61,59.14,57.34
4128710400,경기도 고양시 일산서구 대화동,경기도,고양시,37.6829848694341,126.755141409924,68.33,29.17,74.0,60.06,78.94,21.92,5.0,50.19,46.27,57.02,56.96
4128710500,경기도 고양시 일산서구 덕이동,경기도,고양시,37.6957282376738,126.738350133303,71.67,13.67,10.75,40.96,51.0,18.67,4.8,39.92,34.12,30.07,39.99
4128710600,경기도 고양시 일산서구 가좌동,경기도,고양시,37.6911246251365,126.72044790598,84.42,6.75,26.25,31.46,17.0,16.25,3.5,39.07,31.3,30.41,31.5
4129010300,경기도 과천시 갈현동,경기도,과천시,37.409788167445,126.982492149763,9.33,29.58,29.83,46.05,17.0,71.83,17.3,30.52,32.55,34.17,36.14
4129010700,경기도 과천시 중앙동,경기도,과천시,37.433150880627,126.993455678842,5.5,86.08,60.67,44.54,17.0,72.75,21.5,44.96,53.01,51.23,42.37
4129010800,경기도 과천시 원문동,경기도,과천시,37.4216574009588,126.991789216938,8.67,53.92,63.0,38.8,26.94,71.83,17.5,38.66,43.19,47.58,39.58
4129010900,경기도 과천시 별양동,경기도,과천시,37.4242344328093,126.993763748511,6.83,66.83,67.83,61.16,26.94,71.83,19.1,42.61,48.61,54.04,48.67
4129011000,경기도 과천시 부림동,경기도,과천시,37.4334610032566,126.99861248972,7.83,92.17,56.58,27.1,0.0,72.75,18.0,44.52,52.95,46.95,33.62
4131010100,경기도 구리시 갈매동,경기도,구리시,37.6348963795758,127.116243895002,54.67,96.25,43.42,54.62,58.81,64.0,6.5,66.78,70.94,59.34,60.48
4131010300,경기도 구리시 인창동,경기도,구리시,37.6044843983227,127.13492316761,56.58,54.83,83.0,74.42,74.67,61.0,6.2,61.05,60.87,69.39,68.25
4131010400,경기도 구리시 교문동,경기도,구리시,37.60115508883,127.127773819015,47.08,26.17,29.25,52.89,62.9,63.17,7.4,46.05,43.96,43.46,51.71
4131010500,경기도 구리시 수택동,경기도,구리시,37.5965169131566,127.149171916297,56.0,34.0,65.83,74.64,58.81,60.33,6.2,53.07,50.87,59.38,62.03
4131010700,경기도 구리시 토평동,경기도,구리시,37.5825944751506,127.152241676825,42.83,21.0,11.67,36.27,51.0,58.83,8.0,39.5,37.32,32.44,40.83
4136010100,경기도 남양주시 호평동,경기도,남양주시,37.6548880029093,127.248669169781,74.83,68.25,73.0,66.66,60.94,42.33,4.5,64.8,64.14,65.8,63.57
4136010200,경기도 남양주시 평내동,경기도,남양주시,37.6483691097275,127.23609678062,81.42,33.67,70.5,55.42,53.89,44.5,3.9,57.5,52.72,58.79,55.95
4136010300,경기도 남양주시 금곡동,경기도,남양주시,37.6331014031361,127.201934340405,94.0,41.83,14.83,46.76,26.94,41.5,2.5,57.43,52.21,40.76,47.0
4136011100,경기도 남양주시 별내동,경기도,남양주시,37.6462466000952,127.121972451813,50.67,47.0,44.42,67.02,70.89,38.08,7.1,49.76,49.39,50.83,57.87
4136011200,경기도 남양주시 다산동,경기도,남양주시,37.6134456831669,127.159444527968,44.33,56.17,81.75,79.21,89.21,39.5,7.8,54.43,55.61,66.33,67.84
4136025021,경기도 남양주시 와부읍 덕소리,경기도,남양주시,37.5956028555422,127.217844244697,71.0,23.83,32.5,0.0,43.94,36.83,4.8,44.19,39.48,33.89,28.97
4136025022,경기도 남양주시 와부읍 도곡리,경기도,남양주시,37.5858251066556,127.238457853842,67.67,18.5,2.33,0.0,26.94,31.58,5.1,37.44,32.52,21.06,22.24
4136025321,경기도 남양주시 진접읍 장현리,경기도,남양주시,37.7274201756793,127.171821508615,93.33,7.33,5.92,0.0,43.94,33.42,2.6,45.87,37.27,26.28,28.83
4136025322,경기도 남양주시 진접읍 내각리,경기도,남양주시,37.7088178315588,127.158292301534,95.67,6.5,8.75,0.0,0.0,33.92,2.2,42.33,33.41,23.04,20.53
4136025324,경기도 남양주시 진접읍 연평리,경기도,남양주시,37.6995874472016,127.179014337231,78.33,22.5,5.92,0.0,17.0,31.58,4.2,41.35,35.77,23.34,22.43
4136025325,경기도 남양주시 진접읍 부평리,경기도,남양주시,37.7437846546026,127.177178307222,83.0,4.83,2.33,0.0,26.94,31.58,3.7,39.38,31.57,21.3,23.17
4136025326,경기도 남양주시 진접읍 팔야리,경기도,남양주시,37.7472808477803,127.232866023687,99.67,3.5,2.33,0.0,26.94,33.42,0.8,45.25,35.64,23.88,25.82
4136025327,경기도 남양주시 진접읍 진벌리,경기도,남양주시,37.7335299977935,127.230259125334,94.42,7.5,2.33,0.0,0.0,33.92,2.5,41.82,33.13,21.08,20.12
4136025328,경기도 남양주시 진접읍 금곡리,경기도,남양주시,37.719589241503,127.217476366625,75.33,23.42,2.33,0.0,68.0,31.58,4.5,45.45,40.26,27.05,32.1
4136025621,경기도 남양주시 화도읍 마석우리,경기도,남양주시,37.6578377906244,127.31028424473,85.33,47.42,47.17,0.0,43.94,35.75,3.4,55.62,51.83,43.82,34.05
4136025622,경기도 남양주시 화도읍 묵현리,경기도,남양주시,37.6637305223098,127.287391997952,89.33,55.42,2.33,0.0,47.72,34.75,2.9,56.96,53.57,32.4,33.81
4136025623,경기도 남양주시 화도읍 가곡리,경기도,남양주시,37.6861219184349,127.294561809992,93.17,5.5,8.08,0.0,0.0,33.42,2.6,41.07,32.31,22.24,19.94
4136025626,경기도 남양주시 화도읍 답내리,경기도,남양주시,37.665175264791,127.350219276503,78.5,5.17,5.92,0.0,0.0,32.67,4.2,35.6,28.26,19.23,17.49
4136025627,경기도 남양주시 화도읍 월산리,경기도,남양주시,37.6562348432557,127.335027907036,83.33,12.83,14.25,0.0,39.47,35.75,3.6,44.18,37.13,28.01,27.75
4136025628,경기도 남양주시 화도읍 창현리,경기도,남양주시,37.6366278249721,127.316051156692,91.08,15.25,5.92,0.0,58.81,32.67,2.7,48.4,40.82,28.51,32.15
4136025629,경기도 남양주시 화도읍 녹촌리,경기도,남양주시,37.6439269476478,127.279914463979,82.0,16.42,2.33,0.0,39.47,32.67,3.8,43.4,36.84,24.31,26.85
4136025630,경기도 남양주시 화도읍 차산리,경기도,남양주시,37.626154147213,127.301144461242,85.0,5.67,2.33,0.0,17.0,33.42,3.4,39.67,31.74,21.01,21.85
4136025921,경기도 남양주시 진건읍 사능리,경기도,남양주시,37.6524677689812,127.191833275028,99.33,21.67,5.92,0.0,34.0,35.0,1.1,50.88,43.11,28.58,29.41
4136025923,경기도 남양주시 진건읍 진관리,경기도,남양주시,37.6506523362246,127.162397774117,84.0,23.0,2.33,0.0,17.0,34.75,3.5,43.92,37.82,23.66,23.63
4136025924,경기도 남양주시 진건읍 신월리,경기도,남양주시,37.6665443158143,127.158066470485,91.08,10.17,2.33,0.0,0.0,31.58,2.7,40.85,32.76,20.62,19.53
4136025925,경기도 남양주시 진건읍 용정리,경기도,남양주시,37.6743988826781,127.184258756023,96.17,7.83,2.33,0.0,17.0,31.58,2.2,43.75,34.92,22.74,23.46
4136026221,경기도 남양주시 오남읍 양지리,경기도,남양주시,37.7015351370635,127.200427983834,86.0,34.75,26.75,0.0,34.0,38.42,3.3,51.21,46.08,35.3,30.28
4136026223,경기도 남양주시 오남읍 오남리,경기도,남양주시,37.6905929717371,127.213173990226,95.33,8.67,16.75,0.0,43.94,38.08,2.3,48.38,39.71,30.73,30.5
4136026521,경기도 남양주시 퇴계원읍 퇴계원리,경기도,남양주시,37.652988333035,127.142363153591,75.17,57.25,20.17,0.0,39.47,43.67,4.5,54.31,52.52,36.41,32.45
4136031021,경기도 남양주시 별내면 청학리,경기도,남양주시,37.7078114126386,127.111930372645,92.25,4.5,21.67,0.0,51.0,38.42,2.7,47.28,38.51,31.88,31.33
4139010100,경기도 시흥시 대야동,경기도,시흥시,37.4430460656539,126.788538285881,70.17,63.25,72.5,61.42,70.89,34.5,4.9,61.06,60.36,63.24,61.33
4139010200,경기도 시흥시 신천동,경기도,시흥시,37.4355555341516,126.781870213243,90.17,51.33,30.58,64.69,72.21,29.17,2.8,62.21,58.33,51.7,61.65
4139010400,경기도 시흥시 포동,경기도,시흥시,37.404265658099,126.778333146105,96.0,29.83,9.67,16.62,0.0,26.42,2.2,47.66,41.04,28.23,27.65
4139010500,경기도 시흥시 미산동,경기도,시흥시,37.4175236236054,126.789387267116,92.83,32.0,2.33,0.0,26.94,27.75,2.7,48.85,42.77,26.28,26.79
4139010600,경기도 시흥시 은행동,경기도,시흥시,37.4363339032197,126.798035072094,72.17,28.67,93.67,61.42,56.47,29.33,4.7,51.69,47.34,62.49,55.57
4139010800,경기도 시흥시 매화동,경기도,시흥시,37.4179850408623,126.815313932331,97.5,8.17,12.08,31.46,39.47,28.67,1.8,48.03,39.09,32.44,39.25
4139010900,경기도 시흥시 도창동,경기도,시흥시,37.4056163226181,126.820291394749,90.42,7.17,9.42,0.0,0.0,26.42,2.8,39.19,30.87,21.43,18.71
4139011800,경기도 시흥시 능곡동,경기도,시흥시,37.3663067850594,126.815779338256,62.33,40.25,35.17,54.21,60.94,28.67,5.6,48.18,45.97,44.46,50.6
4139011900,경기도 시흥시 하중동,경기도,시흥시,37.3988633185815,126.800701603603,92.58,17.83,12.58,20.97,39.47,26.42,2.7,47.77,40.29,31.39,35.5
4139012000,경기도 시흥시 하상동,경기도,시흥시,37.3921463062607,126.81460943692,91.5,20.33,21.08,20.97,39.47,26.42,2.7,48.44,41.32,34.15,36.01
4139012100,경기도 시흥시 광석동,경기도,시흥시,37.381058627451,126.815955530896,60.92,34.75,8.75,10.49,17.0,26.42,5.8,37.96,35.34,24.21,24.08
4139012300,경기도 시흥시 산현동,경기도,시흥시,37.3701104016764,126.833675061104,67.42,11.17,10.08,16.62,47.72,27.75,5.1,38.05,32.42,26.24,31.26
4139012400,경기도 시흥시 조남동,경기도,시흥시,37.3722195349399,126.862287640995,65.83,2.5,32.0,40.96,51.0,26.42,5.3,37.7,31.36,35.06,40.22
4139012500,경기도 시흥시 논곡동,경기도,시흥시,37.3963848037695,126.856090813911,80.92,5.0,5.92,16.62,0.0,28.67,3.9,36.43,28.84,21.46,23.05
4139012600,경기도 시흥시 목감동,경기도,시흥시,37.3918239301918,126.870188284126,61.33,6.33,5.92,41.94,34.0,26.42,5.8,34.12,28.62,25.58,35.57
4139012700,경기도 시흥시 거모동,경기도,시흥시,37.3567018199005,126.774174854649,97.67,11.0,5.92,47.43,60.94,26.42,1.8,50.98,42.31,35.25,48.8
4139012800,경기도 시흥시 군자동,경기도,시흥시,37.3608267437724,126.794968580783,54.42,18.17,5.92,0.0,17.0,26.42,6.5,30.87,27.24,18.33,17.64
4139012900,경기도 시흥시 장현동,경기도,시흥시,37.3780041323759,126.799320647562,69.83,43.25,58.83,24.35,47.72,27.75,4.9,49.73,47.08,47.2,39.97
4139013000,경기도 시흥시 장곡동,경기도,시흥시,37.3774477193997,126.788194197371,80.17,17.67,72.17,57.58,58.81,27.75,4.0,50.4,44.15,55.01,53.48
4139013100,경기도 시흥시 월곶동,경기도,시흥시,37.3888935036861,126.74239234901,95.83,77.67,23.33,40.96,43.94,27.75,2.2,66.12,64.3,47.72,50.59
4139013200,경기도 시흥시 정왕동,경기도,시흥시,37.3472707997811,126.722129562609,91.92,14.5,19.33,78.47,100.0,26.42,2.7,55.97,48.23,47.5,67.63
4139013300,경기도 시흥시 죽율동,경기도,시흥시,37.3505272645677,126.762757890763,82.67,18.83,10.08,10.49,34.0,27.75,3.7,43.62,37.24,27.38,29.42
4139013500,경기도 시흥시 배곧동,경기도,시흥시,37.3688324297178,126.724484015126,66.17,19.67,84.17,56.18,74.67,37.33,5.2,50.03,45.38,59.62,56.3
4141010100,경기도 군포시 당동,경기도,군포시,37.3484980211549,126.941302738524,75.83,36.83,57.33,61.68,77.94,74.58,4.4,64.41,60.51,62.33,66.29
4141010200,경기도 군포시 당정동,경기도,군포시,37.3598932179133,126.955516624113,74.67,33.25,28.5,41.94,68.0,55.17,4.5,55.8,51.66,46.1,52.5
4141010300,경기도 군포시 부곡동,경기도,군포시,37.3301202778153,126.933856423225,64.67,19.17,16.75,38.8,60.94,54.17,5.4,47.13,42.58,37.64,46.35
4141010400,경기도 군포시 산본동,경기도,군포시,37.3733541681044,126.93856024766,66.33,62.92,42.5,81.59,89.85,84.83,5.2,71.1,70.76,66.09,77.62
4141010500,경기도 군포시 금정동,경기도,군포시,37.365396718072,126.939356947385,79.33,37.42,82.5,50.41,77.94,82.5,4.1,68.06,63.87,69.99,65.37
4141010800,경기도 군포시 대야미동,경기도,군포시,37.3291267066197,126.918408202119,72.67,96.75,11.83,24.35,47.72,64.5,4.7,69.1,71.51,47.06,48.91
4141010900,경기도 군포시 도마교동,경기도,군포시,37.3120385992332,126.922411031505,67.17,17.17,21.67,24.35,47.72,55.5,5.1,45.98,40.98,35.9,39.27
4143010100,경기도 의왕시 고천동,경기도,의왕시,37.3448538171113,126.968513026736,66.83,15.5,17.67,27.1,0.0,72.5,5.2,44.0,38.87,32.59,32.82
4143010300,경기도 의왕시 삼동,경기도,의왕시,37.3237511642837,126.955704917536,76.0,40.25,29.25,52.43,47.72,87.33,4.4,62.98,59.41,51.95,57.88
4143010400,경기도 의왕시 왕곡동,경기도,의왕시,37.3458094660335,126.997395238127,73.17,3.0,2.33,31.46,34.0,75.0,4.6,46.45,39.43,31.49,40.45
4143010500,경기도 의왕시 오전동,경기도,의왕시,37.3535981802237,126.971579428472,67.0,13.33,29.83,53.78,47.72,89.0,5.2,53.54,48.17,47.19,54.59
4143010600,경기도 의왕시 학의동,경기도,의왕시,37.3712251615184,127.011131548472,43.92,2.67,13.58,29.44,60.94,86.75,7.9,41.63,37.51,34.58,43.04
4143010700,경기도 의왕시 내손동,경기도,의왕시,37.3782619969625,126.975693472476,41.67,13.17,51.58,60.06,64.72,86.75,8.1,47.28,44.43,52.19,57.12
4143010800,경기도 의왕시 청계동,경기도,의왕시,37.4000497874321,127.018485897202,39.17,4.17,5.92,29.44,51.0,69.67,8.6,35.55,32.05,28.24,37.54
4143010900,경기도 의왕시 포일동,경기도,의왕시,37.3965908527996,126.98961006605,34.67,22.67,36.33,48.69,58.81,84.17,9.1,44.77,43.57,45.31,50.71
4145010300,경기도 하남시 창우동,경기도,하남시,37.5336380827133,127.233747886717,53.33,27.0,15.58,31.46,43.94,50.0,6.7,42.16,39.53,33.34,38.78
4145010600,경기도 하남시 신장동,경기도,하남시,37.5387902964051,127.209586513271,51.33,69.83,62.67,68.89,66.41,80.08,7.0,64.66,66.51,65.96,67.22
4145010800,경기도 하남시 덕풍동,경기도,하남시,37.5335585195013,127.200579497659,51.83,28.25,21.67,67.02,79.9,65.83,6.8,50.79,48.44,46.43,60.99
4145010900,경기도 하남시 망월동,경기도,하남시,37.5680994614325,127.189475097868,32.17,46.75,96.5,78.55,58.81,51.5,9.6,47.88,49.34,66.18,61.3
4145011000,경기도 하남시 풍산동,경기도,하남시,37.549023322979,127.185090374889,29.25,24.17,78.58,50.94,53.89,53.5,10.1,38.85,38.34,52.64,47.37
4145011200,경기도 하남시 선동,경기도,하남시,37.5862418523927,127.184933407624,26.83,12.67,7.58,10.49,47.72,50.0,10.8,28.23,26.82,22.04,26.39
4145011400,경기도 하남시 감일동,경기도,하남시,37.5082861885184,127.147467026542,29.67,19.83,53.0,33.24,34.0,50.67,10.0,33.19,32.2,39.31,35.12
4145011500,경기도 하남시 감이동,경기도,하남시,37.4938628800766,127.166467808806,25.0,24.92,13.08,51.95,39.47,51.5,11.2,32.48,32.47,30.88,40.7
4145011600,경기도 하남시 학암동,경기도,하남시,37.4785745414959,127.166501723578,15.67,11.67,2.33,46.76,34.0,50.0,14.0,24.26,23.86,22.71,34.3
4146110100,경기도 용인시 처인구 김량장동,경기도,용인시,37.2352782190012,127.201914173892,94.83,73.67,38.75,70.83,56.47,15.33,2.4,65.8,63.68,55.47,61.91
4146110200,경기도 용인시 처인구 역북동,경기도,용인시,37.2462035848033,127.188111660691,74.17,33.0,14.25,53.78,75.81,13.83,4.5,47.96,43.84,38.07,51.2
4146110300,경기도 용인시 처인구 삼가동,경기도,용인시,37.2383199063402,127.162216750898,82.5,44.33,15.33,29.44,39.47,9.58,3.8,48.06,44.24,33.42,37.21
4146110400,경기도 용인시 처인구 남동,경기도,용인시,37.220879797532,127.20174058203,90.83,14.92,2.33,16.62,0.0,13.83,2.7,39.23,31.64,21.13,23.12
